1004
65,cgoulter1s,3,1505,Goulter,12/6/2017,48
66,acatonne1t,3,1186,Catonne,19/5/2017,47
67,sgeke1u,4,1051,Geke,24/10/2016,54
68,sstanton1v,3,1427,Stanton,15/2/2017,29
69,emaltster1w,1,1889,Maltster,15/11/2016,32
70,hchupin1x,4,877,Chupin,8/7/2016,10
71,cfilochov1y,4,1142,Filochov,23/7/2016,24
72,dlangdon1z,3,2305,Langdon,16/9/2016,47
73,vpiechnik20,1,1617,Piechnik,13/4/2017,28
74,lstrood21,3,1284,Strood,11/10/2016,50
75,cminear22,5,1107,Minear,29/4/2017,24
76,bgonin23,2,1982,Gonin,6/12/2016,53
77,jdod24,4,305,Dod,30/5/2017,5
78,vfreire25,3,609,Freire,29/1/2017,37
79,klepard26,1,1968,Lepard,5/5/2017,30
80,stollady27,1,1425,Tollady,21/2/2017,16
81,fglowach28,5,1473,Glowach,26/5/2017,19
82,nfullerd29,4,1927,Fullerd,22/5/2017,28
83,edearnaley2a,3,679,Dearnaley,19/8/2016,19
84,mlochran2b,5,1170,Lochran,28/12/2016,18
85,llindeboom2c,2,2038,Lindeboom,9/6/2017,32
86,ruglow2d,3,1599,Uglow,29/5/2017,27
87,fduplain2e,2,957,Duplain,16/3/2017,14
88,mcrayton2f,1,981,Crayton,18/4/2017,55
89,mley2g,5,893,Ley,25/10/2016,38
90,awiggans2h,1,1861,Wiggans,5/1/2017,17
91,myvon2i,1,2069,Yvon,19/7/2016,38
92,kbonavia2j,2,1183,Bonavia,21/1/2017,35
93,nfane2k,2,1139,Fane,3/6/2017,41
94,gduffell2l,4,1111,Duffell,26/12/2016,3
95,jroddick2m,5,370,Roddick,31/7/2016,29
96,socannovane2n,1,1780,O'Cannovane,23/4/2017,15
97,scastellino2o,5,599,Castellino,18/11/2016,14
98,chardway2p,5,2163,Hardway,28/3/2017,53
99,beburah2q,3,2019,Eburah,17/12/2016,8
100,jtidbold2r,4,317,Tidbold,13/1/2017,37
101,fdawidowicz2s,3,1060,Dawidowicz,12/11/2016,48
102,smaffioni2t,4,1750,Maffioni,24/2/2017,31
103,gloalday2u,5,639,Loalday,23/7/2016,10
104,nhowels2v,4,2278,Howels,15/5/2017,18
105,amarcq2w,3,2022,Marcq,6/6/2017,11
106,bentres2x,5,430,Entres,11/3/2017,38
107,glashmar2y,3,1850,Lashmar,14/1/2017,10
108,mkochl2z,1,1450,Kochl,16/7/2016,34
109,cdarth30,3,400,Darth,5/8/2016,38
110,cpatty31,4,1619,Patty,19/5/2017,27
111,espottiswoode32,1,2371,Spottiswoode,23/5/2017,9
112,nhinkens33,1,1716,Hinkens,14/7/2016,9
113,cmccurdy34,1,776,McCurdy,22/12/2016,50
114,cilchuk35,5,520,Ilchuk,8/5/2017,17
115,hsea36,1,2196,Sea,21/12/2016,17
116,rgaffey37,5,2413,Gaffey,9/7/2016,19
117,rfaucett38,5,1939,Faucett,29/6/2016,23
118,efreake39,2,2412,Freake,13/12/2016,23
119,rmcneillie3a,4,1388,McNeillie,15/9/2016,1
120,fkaindl3b,3,2330,Kaindl,18/1/2017,18
121,tboswood3c,4,1244,Boswood,20/6/2016,27
122,abroadway3d,5,1834,Broadway,29/10/2016,43
123,jgradley3e,4,409,Gradley,19/1/2017,26
124,schafney3f,1,1530,Chafney,23/6/2016,36
125,alivett3g,1,1233,Livett,3/3/2017,4
126,nruger3h,5,715,Ruger,6/11/2016,47
127,zlagadu3i,1,620,Lagadu,20/7/2016,11
128,sdagless3j,5,1650,Dagless,25/9/2016,32
129,kbrightman3k,5,2031,Brightman,24/10/2016,45
130,abewshaw3l,2,1547,Bewshaw,4/10/2016,38
131,gprevett3m,2,853,Prevett,14/7/2016,15
132,cpirouet3n,5,2063,Pirouet,29/8/2016,1
133,btaynton3o,5,1333,Taynton,21/5/2017,46
134,blhommeau3p,2,877,L'Hommeau,19/6/2017,14
135,nitzkovitch3q,4,316,Itzkovitch,15/12/2016,28
136,cvogeller3r,5,396,Vogeller,18/5/2017,35
137,ctartt3s,3,1360,Tartt,13/3/2017,7
138,fmcowan3t,3,2003,McOwan,8/5/2017,25
139,bkleinmann3u,4,408,Kleinmann,5/11/2016,26
140,mpargeter3v,2,2357,Pargeter,22/2/2017,36
141,jwatkiss3w,5,512,Watkiss,27/5/2017,36
142,ppratt3x,3,1607,Pratt,14/12/2016,29
143,emackenzie3y,2,1525,MacKenzie,14/3/2017,35
144,adominec3z,2,1345,Dominec,11/10/2016,27
145,dimesen40,4,2023,Imesen,30/11/2016,20
146,wmalden41,2,2277,Malden,10/11/2016,23
147,osalzberger42,1,1966,Salzberger,20/2/2017,50
148,esuffe43,5,1644,Suffe,21/5/2017,53
149,ttiptaft44,3,1371,Tiptaft,23/4/2017,21
150,scantopher45,1,661,Cantopher,29/4/2017,26
151,wbrandreth46,3,1602,Brandreth,8/6/2017,47
152,bwitcherley47,4,2318,Witcherley,11/6/2017,25
153,amilburn48,5,2063,Milburn,16/8/2016,53
154,gyoudell49,5,620,Youdell,27/11/2016,45
155,gbutting4a,5,1610,Butting,22/8/2016,55
156,htrippitt4b,2,1267,Trippitt,21/7/2016,47
157,mhartless4c,4,1684,Hartless,7/4/2017,54
158,amouat4d,5,1827,Mouat,28/6/2016,13
159,rwannes4e,4,497,Wannes,11/7/2016,29
160,vgittins4f,1,919,Gittins,15/5/2017,14
161,fgiacometti4g,5,2054,Giacometti,26/4/2017,38
162,dcurnokk4h,1,685,Curnokk,6/7/2016,34
163,orosettini4i,4,1728,Rosettini,5/7/2016,46
164,akulas4j,4,530,Kulas,12/5/2017,34
165,dsor4k,2,1862,Sor,25/8/2016,42
166,ckeunemann4l,4,489,Keunemann,9/4/2017,46
167,mseagrove4m,1,452,Seagrove,19/4/2017,7
168,tredbourn4n,4,1863,Redbourn,12/3/2017,14
169,dgrundell4o,4,1770,Grundell,28/6/2016,39
170,vclench4p,5,2309,Clench,1/4/2017,46
171,cstubbeley4q,3,1826,Stubbeley,2/6/2017,42
172,kbonsul4r,4,777,Bonsul,19/5/2017,31
173,jturneaux4s,3,1088,Turneaux,19/2/2017,2
174,syemm4t,4,1212,Yemm,12/7/2016,49
175,bsebire4u,2,2218,Sebire,24/9/2016,23
176,ecreed4v,3,1590,Creed,2/8/2016,49
177,klangeley4w,5,606,Langeley,3/5/2017,45
178,llillo4x,1,833,Lillo,11/5/2017,43
179,amacturlough4y,4,1540,MacTurlough,12/9/2016,5
180,asmowton4z,3,890,Smowton,14/4/2017,3
181,cfaustian50,1,943,Faustian,1/8/2016,28
182,ifarfoot51,1,988,Farfoot,28/4/2017,27
183,goshirine52,5,2460,O'Shirine,27/12/2016,1
184,emaides53,2,413,Maides,11/8/2016,34
185,iatger54,5,910,Atger,3/3/2017,49
186,dcreamer55,1,550,Creamer,4/9/2016,50
187,oquinn56,2,2030,Quinn,19/5/2017,35
188,mmarshman57,5,1466,Marshman,5/7/2016,1
189,blanger58,1,1654,Langer,23/11/2016,14
190,hgrassi59,2,1987,Grassi,11/2/2017,26
191,bpieracci5a,5,2240,Pieracci,1/8/2016,17
192,tmurphy5b,3,1178,Murphy,8/3/2017,5
193,prigg5c,1,2186,Rigg,27/11/2016,1
194,fpiccard5d,3,2450,Piccard,8/3/2017,18
195,jbennell5e,1,1258,Bennell,7/11/2016,21
196,sburthom5f,5,1369,Burthom,30/12/2016,27
197,tdorrance5g,4,1966,Dorrance,20/1/2017,33
198,rfarnan5h,1,1624,Farnan,23/11/2016,7
199,slegier5i,2,396,Legier,1/6/2017,13
200,lwinridge5j,3,828,Winridge,16/11/2016,28
201,afarens5k,5,2075,Farens,2/11/2016,25
202,fmcmeekin5l,2,1489,Mc Meekin,2/2/2017,30
203,ejacox5m,2,761,Jacox,16/6/2017,34
204,tlabdon5n,1,1016,Labdon,21/3/2017,44
205,rashplant5o,3,812,Ashplant,2/9/2016,8
206,shrachovec5p,2,1305,Hrachovec,26/6/2016,20
207,ehalton5q,3,1547,Halton,10/5/2017,48
208,ghenrique5r,5,1010,Henrique,17/12/2016,14
209,jpowley5s,3,1274,Powley,28/4/2017,43
210,seadon5t,5,419,Eadon,14/6/2017,1
211,jjeste5u,1,1494,Jeste,18/6/2017,48
212,amileham5v,5,2332,Mileham,24/11/2016,25
213,tnewsome5w,5,1749,Newsome,5/7/2016,51
214,lbick5x,3,2180,Bick,14/4/2017,28
215,iwingar5y,1,1196,Wingar,22/8/2016,2
216,thasard5z,2,2171,Hasard,28/11/2016,13
217,bnovkovic60,3,2240,Novkovic,23/9/2016,17
218,gdicke61,4,1064,Dicke,16/9/2016,30
219,teastcott62,2,2212,Eastcott,24/10/2016,12
220,mtavernor63,3,2124,Tavernor,2/2/2017,2
221,agiddings64,4,994,Giddings,7/11/2016,9
222,rjosefovic65,5,761,Josefovic,14/8/2016,35
223,jkirtley66,5,341,Kirtley,23/11/2016,3
224,nbracchi67,4,760,Bracchi,8/12/2016,42
225,dleggat68,5,644,Leggat,1/12/2016,45
226,udrayn69,3,2179,Drayn,15/10/2016,15
227,cpackington6a,4,543,Packington,8/8/2016,43
228,eskeldinge6b,5,2323,Skeldinge,24/6/2016,32
229,hspeed6c,1,846,Speed,7/4/2017,21
230,cduesbury6d,3,2094,Duesbury,8/5/2017,38
231,crenzini6e,1,1732,Renzini,20/6/2016,10
232,lknibbs6f,5,750,Knibbs,11/6/2017,6
233,cghirardi6g,2,528,Ghirardi,12/8/2016,42
234,chawkett6h,3,1559,Hawkett,2/8/2016,55
235,sfronczak6i,4,1123,Fronczak,3/3/2017,50
236,sverchambre6j,2,1751,Verchambre,9/7/2016,26
237,ripwell6k,1,679,Ipwell,13/11/2016,9
238,souldcott6l,3,1510,Ouldcott,29/11/2016,50
239,hspurdon6m,1,398,Spurdon,4/9/2016,33
240,tchasney6n,1,301,Chasney,7/6/2017,15
241,aortner6o,2,2172,Ortner,19/4/2017,41
242,aglackin6p,3,2364,Glackin,16/2/2017,17
243,gmcgann6q,4,1367,McGann,25/8/2016,19
244,aswin6r,5,674,Swin,15/8/2016,26
245,jwardale6s,4,1791,Wardale,8/1/2017,43
246,huccelli6t,4,2285,Uccelli,19/1/2017,53
247,lallaway6u,1,1184,Allaway,8/1/2017,33
248,kbrinded6v,2,1512,Brinded,28/10/2016,1
249,oescalante6w,1,1497,Escalante,25/11/2016,18
250,dmcsorley6x,1,1611,McSorley,12/11/2016,27
251,ssprouls6y,2,1942,Sprouls,23/11/2016,9
252,hdeverill6z,4,395,Deverill,17/1/2017,19
253,ttichelaar70,5,2277,Tichelaar,7/12/2016,38
254,cfayre71,2,1449,Fayre,16/10/2016,9
255,fovell72,4,1116,Ovell,6/4/2017,43
256,rbeausang73,4,2419,Beausang,8/8/2016,26
257,pweeks74,2,1701,Weeks,23/1/2017,34
258,hsibthorpe75,3,2096,Sibthorpe,16/4/2017,29
259,saust76,4,432,Aust,31/8/2016,25
260,bmarshall77,1,1605,Marshall,13/12/2016,13
261,ffriman78,4,1999,Friman,14/7/2016,27
262,dcaush79,5,1783,Caush,11/9/2016,5
263,agrumley7a,1,1526,Grumley,14/12/2016,5
264,smadrell7b,2,541,Madrell,12/6/2017,35
265,hkaygill7c,5,1662,Kaygill,19/1/2017,50
266,ljendas7d,1,852,Jendas,18/2/2017,47
267,dhalvorsen7e,1,784,Halvorsen,12/8/2016,29
268,ivedenichev7f,2,2058,Vedenichev,19/6/2017,20
269,gwabersich7g,5,1505,Wabersich,18/1/2017,31
270,nveysey7h,4,2015,Veysey,20/1/2017,52
271,bcalendar7i,5,1189,Calendar,4/3/2017,23
272,vcumbridge7j,2,317,Cumbridge,9/10/2016,53
273,rbuckenhill7k,2,1057,Buckenhill,1/4/2017,39
274,upayton7l,4,2409,Payton,25/7/2016,25
275,loiseau7m,2,2271,Oiseau,27/11/2016,50
276,ceeles7n,3,2419,Eeles,2/3/2017,36
277,ajovicic7o,3,2476,Jovicic,24/7/2016,4
278,cstonhewer7p,1,1924,Stonhewer,10/6/2017,40
279,plynock7q,3,540,Lynock,7/10/2016,42
280,lsitlington7r,1,2193,Sitlington,25/12/2016,36
281,cstronghill7s,4,2481,Stronghill,20/4/2017,49
282,cgoeff7t,1,2153,Goeff,26/3/2017,4
283,fcammell7u,5,2116,Cammell,21/12/2016,18
284,lalwell7v,3,523,Alwell,25/6/2016,3
285,bseifenmacher7w,2,1619,Seifenmacher,15/1/2017,11
286,eindruch7x,1,1165,Indruch,18/4/2017,39
287,jblodgett7y,4,652,Blodgett,9/4/2017,28
288,dianni7z,2,465,Ianni,12/10/2016,43
289,mmcgill80,1,748,McGill,29/8/2016,2
290,vpadfield81,4,557,Padfield,6/8/2016,24
291,ghaycox82,2,2493,Haycox,1/10/2016,41
292,cstarten83,3,2329,Starten,4/2/2017,2
293,ayarrington84,3,2212,Yarrington,11/2/2017,20
294,sdomone85,3,613,Domone,3/6/2017,39
295,ptakle86,5,2002,Takle,14/10/2016,3
296,sswinley87,3,2160,Swinley,25/9/2016,34
297,dhuson88,1,980,Huson,2/8/2016,27
298,rbaise89,1,1692,Baise,5/11/2016,47
299,emaccart8a,3,1426,MacCart,13/2/2017,19
300,nmcentegart8b,5,2123,McEntegart,11/2/2017,53
301,ycurphey8c,3,711,Curphey,16/4/2017,50
302,khynde8d,1,1790,Hynde,1/12/2016,5
303,ltourville8e,1,1090,Tourville,18/6/2017,42
304,gartingstall8f,3,2062,Artingstall,9/2/2017,8
305,jcarletto8g,3,800,Carletto,22/11/2016,49
306,aattfield8h,4,705,Attfield,9/9/2016,4
307,slaydon8i,5,2348,Laydon,26/11/2016,29
308,wplain8j,2,484,Plain,19/5/2017,27
309,kbritch8k,4,2458,Britch,5/5/2017,25
310,ksantoro8l,5,1508,Santoro,19/10/2016,4
311,saubrun8m,5,2115,Aubrun,10/9/2016,15
312,hwhittaker8n,4,2151,Whittaker,6/10/2016,25
313,disakowicz8o,1,2244,Isakowicz,8/3/2017,3
314,bwestgate8p,3,356,Westgate,2/4/2017,43
315,amcsarry8q,3,1566,Mcsarry,10/8/2016,33
316,sfahy8r,1,1015,Fahy,15/5/2017,23
317,mwyett8s,1,310,Wyett,14/2/2017,21
318,csmalman8t,1,917,Smalman,11/6/2017,5
319,hpendry8u,3,1982,Pendry,31/3/2017,11
320,cviles8v,3,1130,Viles,26/2/2017,27
321,orizzillo8w,2,506,Rizzillo,18/10/2016,36
322,ubills8x,5,308,Bills,27/4/2017,37
323,skingswood8y,2,1340,Kingswood,12/1/2017,13
324,lhearst8z,3,737,Hearst,29/4/2017,47
325,smassot90,2,1360,Massot,6/10/2016,1
326,pshank91,5,484,Shank,27/3/2017,46
327,vauchinleck92,2,855,Auchinleck,27/5/2017,54
328,lbaxstare93,1,891,Baxstare,18/12/2016,33
329,amckinn94,4,1261,McKinn,31/3/2017,26
330,lwhates95,5,2066,Whates,13/8/2016,33
331,tstaggs96,1,1775,Staggs,29/1/2017,2
332,dfaldo97,5,1799,Faldo,3/1/2017,47
333,afawks98,3,914,Fawks,12/12/2016,40
334,ctaborre99,2,834,Taborre,13/11/2016,25
335,mhaeslier9a,1,1714,Haeslier,19/2/2017,47
336,aginn9b,3,1599,Ginn,14/9/2016,5
337,hberkelay9c,5,1825,Berkelay,3/12/2016,49
338,vblaisdell9d,3,596,Blaisdell,4/10/2016,48
339,eepiscopi9e,3,2296,Episcopi,29/8/2016,39
340,kdeclerk9f,2,1797,de Clerk,7/7/2016,45
341,hshutt9g,3,2168,Shutt,1/8/2016,14
342,dsingleton9h,5,2416,Singleton,7/4/2017,54
343,ssorrill9i,4,489,Sorrill,29/10/2016,41
344,nconant9j,4,2207,Conant,15/12/2016,7
345,elinforth9k,3,2255,Linforth,15/10/2016,22
346,hpierri9l,4,871,Pierri,30/10/2016,31
347,ojeness9m,2,376,Jeness,3/6/2017,18
348,ispowage9n,1,1153,Spowage,7/8/2016,50
349,grayer9o,5,1811,Rayer,25/3/2017,55
350,asamwell9p,4,1937,Samwell,18/9/2016,37
351,erackham9q,2,325,Rackham,15/4/2017,23
352,afirmager9r,5,2387,Firmager,28/10/2016,38
353,bpurse9s,2,2391,Purse,7/1/2017,13
354,rscotchmer9t,5,1208,Scotchmer,31/5/2017,2
355,rolek9u,5,2274,Olek,27/4/2017,20
356,daldin9v,2,2313,Aldin,10/9/2016,47
357,mrunciman9w,3,1937,Runciman,27/10/2016,34
358,mast9x,4,1625,Ast,8/11/2016,18
359,kburleigh9y,3,378,Burleigh,6/5/2017,21
360,mbrooke9z,1,1577,Brooke,25/8/2016,39
361,sscoullara0,1,2308,Scoullar,5/12/2016,18
362,bgrunwalla1,3,2258,Grunwall,8/10/2016,54
363,lbenediktovicha2,3,2017,Benediktovich,24/2/2017,34
364,hmangenota3,3,769,Mangenot,4/12/2016,4
365,fferricka4,5,830,Ferrick,25/3/2017,48
366,hmacareea5,4,2412,MacAree,11/1/2017,8
367,nvossgena6,4,373,Vossgen,10/9/2016,32
368,nfilipovica7,2,818,Filipovic,15/12/2016,5
369,jstodita8,5,1641,Stodit,12/6/2017,17
370,ithornthwaitea9,1,2313,Thornthwaite,17/2/2017,29
371,mgantzaa,5,2027,Gantz,28/5/2017,37
372,avickeryab,5,2174,Vickery,27/8/2016,5
373,awabererac,2,1800,Waberer,4/6/2017,44
374,rpadkinad,3,1105,Padkin,1/4/2017,45
375,cdwaneae,3,960,Dwane,15/11/2016,50
376,lbottrillaf,5,869,Bottrill,20/4/2017,5
377,iwawerag,4,2004,Wawer,9/12/2016,46
378,lpappiah,1,2008,Pappi,12/2/2017,4
379,kbolesmaai,2,856,Bolesma,27/1/2017,19
380,bdolleaj,2,1811,Dolle,18/8/2016,14
381,acuttlerak,1,1141,Cuttler,4/2/2017,32
382,fpurseloweal,5,2171,Purselowe,5/6/2017,38
383,apenhallam,2,714,Penhall,11/4/2017,48
384,hmclisean,5,1629,McLise,9/3/2017,26
385,pdallanderao,4,2015,Dallander,18/7/2016,7
386,agibbonap,4,972,Gibbon,30/9/2016,3
387,shollindaleaq,4,1176,Hollindale,23/1/2017,30
388,cdrewar,3,2379,Drew,1/11/2016,20
389,cknightsas,5,1187,Knights,27/11/2016,2
390,femanuelliat,1,1555,Emanuelli,15/11/2016,30
391,granvoiseau,4,2218,Ranvoise,9/1/2017,51
392,nshucksmithav,2,1009,Shucksmith,22/11/2016,15
393,zhabbonaw,4,1896,Habbon,27/3/2017,51
394,dhutonax,1,675,Huton,2/10/2016,15
395,enaultyay,2,822,Naulty,7/5/2017,51
396,rchaveaz,1,535,Chave,19/1/2017,9
397,rcab0,3,1045,Ca,3/9/2016,41
398,snorringtonb1,4,1842,Norrington,7/12/2016,41
399,ewestripb2,1,907,Westrip,20/11/2016,22
400,mcomizzolib3,4,1371,Comizzoli,29/11/2016,21
401,kspehrb4,3,868,Spehr,6/2/2017,23
402,wlarcherb5,2,1099,Larcher,1/6/2017,19
403,emacnucatorb6,4,2494,MacNucator,20/1/2017,5
404,bmacririeb7,4,2363,MacRirie,10/10/2016,26
405,skovnotb8,3,439,Kovnot,3/6/2017,8
406,vboddingtonb9,5,1080,Boddington,10/6/2017,19
407,ljoinceyba,2,2367,Joincey,31/1/2017,23
408,cbetonbb,3,746,Beton,29/6/2016,3
409,pguddebc,5,1138,Gudde,31/3/2017,9
410,nbunnybd,1,991,Bunny,3/5/2017,15
411,rdavissonbe,2,1085,Davisson,31/1/2017,29
412,pschildbf,3,1681,Schild,26/11/2016,1
413,wlobebg,5,1633,Lobe,19/6/2017,3
414,fchumleybh,2,1402,Chumley,2/8/2016,40
415,njobinbi,1,949,Jobin,31/12/2016,40
416,bdoggettbj,4,907,Doggett,17/9/2016,1
417,vgratrixbk,4,2497,Gratrix,4/4/2017,40
418,csleathbl,1,645,Sleath,17/1/2017,21
419,ldanielsenbm,1,322,Danielsen,8/2/2017,15
420,crubegabn,2,1649,Rubega,26/10/2016,16
421,cghidolibo,4,340,Ghidoli,1/10/2016,39
422,fraymondbp,1,357,Raymond,10/9/2016,3
423,wduboisbq,5,815,Dubois,23/11/2016,34
424,ddavydochbr,4,1893,Davydoch,29/10/2016,7
425,sgreavebs,2,2201,Greave,4/2/2017,10
426,ilownebt,1,456,Lowne,24/7/2016,35
427,dgiovannardibu,4,1826,Giovannardi,2/6/2017,15
428,elarrattbv,2,1922,Larratt,10/4/2017,41
429,dsummersidebw,4,628,Summerside,5/8/2016,39
430,pallombx,5,976,Allom,21/10/2016,13
431,pmarkwellby,4,1304,Markwell,27/5/2017,25
432,drodolfbz,5,429,Rodolf,22/8/2016,42
433,nmartignonic0,2,343,Martignoni,10/8/2016,26
434,btommisc1,2,838,Tommis,1/7/2016,50
435,llepinec2,4,1741,Le Pine,26/8/2016,17
436,hmarvinc3,2,1011,Marvin,6/5/2017,17
437,vjacquemotc4,4,1485,Jacquemot,31/1/2017,34
438,chawkeyc5,3,1301,Hawkey,23/5/2017,34
439,fkittc6,5,2123,Kitt,6/7/2016,32
440,wploughwrightc7,1,1292,Ploughwright,12/2/2017,32
441,bnandc8,3,711,Nand,29/3/2017,35
442,rtobinc9,1,325,Tobin,29/11/2016,36
443,thawsbyca,2,2428,Hawsby,4/11/2016,17
444,bmccaddencb,1,1689,McCadden,18/3/2017,27
445,fflowethcc,2,1594,Floweth,8/8/2016,36
446,sleybancd,2,1259,Leyban,13/10/2016,53
447,fbruince,5,1073,Bruin,31/10/2016,42
448,sokennedycf,3,1009,O'Kennedy,13/2/2017,54
449,ilowtoncg,2,311,Lowton,30/6/2016,11
450,tfilippelloch,3,2407,Filippello,22/9/2016,21
451,clefeuvreci,5,2429,Le feuvre,3/1/2017,43
452,holdfordcj,5,2110,Oldford,26/4/2017,15
453,dlubbockck,3,1990,Lubbock,15/11/2016,28
454,sstovingcl,2,1342,Stoving,22/12/2016,28
455,lpinkardcm,4,1489,Pinkard,1/2/2017,14
456,bcodcn,2,1674,Cod,28/4/2017,7
457,rfucherco,1,1662,Fucher,9/8/2016,15
458,omuglestoncp,2,733,Mugleston,8/1/2017,42
459,msprigingscq,2,2238,Sprigings,24/7/2016,46
460,gboltecr,3,2049,Bolte,8/5/2017,35
461,okendercs,3,1787,Kender,9/1/2017,3
462,smccaguect,5,611,McCague,5/2/2017,54
463,sleggecu,1,1616,Legge,3/9/2016,39
464,imoylecv,5,1344,Moyle,28/6/2016,18
465,ljayscw,1,358,Jays,23/1/2017,47
466,rkenziecx,4,2399,Kenzie,2/10/2016,31
467,tdemecy,4,733,Deme,11/9/2016,10
468,hpenrightcz,1,1892,Penright,28/11/2016,6
469,kdacostad0,2,1693,Da Costa,17/11/2016,15
470,vdonativod1,2,531,Donativo,21/4/2017,8
471,nemblind2,4,2135,Emblin,23/11/2016,52
472,amcnishd3,2,2144,McNish,6/4/2017,35
473,sthurnerd4,4,892,Thurner,2/7/2016,37
474,gskaded5,4,652,Skade,3/8/2016,48
475,lclinningd6,4,1348,Clinning,30/11/2016,55
476,lroughleyd7,4,634,Roughley,20/5/2017,34
477,dstucksburyd8,4,382,Stucksbury,2/6/2017,6
478,fmaddoxd9,2,2073,Maddox,12/6/2017,53
479,wfrancescoda,5,1424,Francesco,18/8/2016,8
480,bdragoedb,4,1481,Dragoe,1/6/2017,19
481,fdukelowdc,4,492,Dukelow,23/6/2016,5
482,mmalimdd,2,371,Malim,5/6/2017,33
483,vsewillde,4,861,Sewill,12/7/2016,50
484,bdelgardillodf,5,730,Delgardillo,3/3/2017,36
485,zwestpfeldg,1,2294,Westpfel,25/11/2016,2
486,chinnerkdh,4,574,Hinnerk,16/2/2017,16
487,cmizendi,3,1432,Mizen,30/6/2016,45
488,ipellmandj,4,1419,Pellman,20/11/2016,15
489,ewhitmarshdk,2,1217,Whitmarsh,14/9/2016,43
490,egeraldinidl,1,743,Geraldini,23/9/2016,14
491,cmarquetdm,1,746,Marquet,17/3/2017,39
492,pcoyettdn,5,2132,Coyett,21/3/2017,45
493,gcottledo,5,336,Cottle,31/1/2017,25
494,ssetterthwaitdp,3,1717,Setterthwait,25/8/2016,38
495,blawlingdq,2,1452,Lawling,13/4/2017,40
496,gcostindr,5,1548,Costin,30/12/2016,41
497,lcominids,5,369,Comini,18/12/2016,24
498,lballantinedt,4,964,Ballantine,27/2/2017,25
